,Unnamed: 0_x,search_term,geo_code,nyc_opening_engagement,event_engagement,static_engagement,static_engagement_min,static_engagement_max,static_hits_zero,in_town_engagement,state,full_state,region,division,relative_frequency,static_hits_100,metro_area_name,Unnamed: 0_y,theatre_near_me,shows_near_me
836,817,jersey boys (tour),US-GA-507,0.0,0.0,11.896103896103895,6.0,100.0,1,6.0,GA,Georgia,South,South Atlantic,45,1,Savannah GA,129.0,15.0,15.0
837,818,jersey boys (tour),US-GA-520,0.0,0.0,8.435064935064933,3.0,100.0,1,16.0,GA,Georgia,South,South Atlantic,45,1,Augusta GA,54.0,15.0,100.0
838,819,jersey boys (tour),US-GA-522,0.0,0.0,3.2987012987012987,4.0,100.0,1,15.0,GA,Georgia,South,South Atlantic,45,1,Columbus GA,141.0,15.0,15.0
839,839,a chorus line (tour),US-IN-527,93.0,11.038461538461537,2.0292397660818717,45.0,73.0,1,48.0,IN,Indiana,Midwest,East North Central,83,0,Indianapolis IN,80.0,50.0,50.0
840,840,avenue q (tour),US-IN-527,0.0,0.0,21.166666666666668,18.0,100.0,1,47.0,IN,Indiana,Midwest,East North Central,83,1,Indianapolis IN,80.0,50.0,50.0
841,841,finding neverland,US-IN-527,45.0,20.64,12.152542372881355,22.0,53.0,1,97.0,IN,Indiana,Midwest,East North Central,83,0,Indianapolis IN,80.0,50.0,50.0
842,842,hamilton (tour: philip),US-IN-527,61.0,52.07692307692307,52.44131455399062,39.0,100.0,0,68.0,IN,Indiana,Midwest,East North Central,83,1,Indianapolis IN,80.0,50.0,50.0
843,843,into the woods (tour),US-IN-527,0.0,9.0,5.993506493506493,2.0,100.0,1,5.0,IN,Indiana,Midwest,East North Central,83,1,Indianapolis IN,80.0,50.0,50.0
844,845,jersey boys (tour),US-IN-527,0.0,2.0,9.98050139275766,2.0,100.0,1,10.0,IN,Indiana,Midwest,East North Central,83,1,Indianapolis IN,80.0,50.0,50.0
845,849,legally blonde (tour),US-IN-527,0.0,10.64,12.756944444444445,21.0,100.0,1,48.0,IN,Indiana,Midwest,East North Central,83,1,Indianapolis IN,80.0,50.0,50.0
846,850,rock of ages (tour),US-IN-527,0.0,10.56,11.684782608695652,22.0,62.0,1,94.0,IN,Indiana,Midwest,East North Central,83,0,Indianapolis IN,80.0,50.0,50.0
847,851,sister act (tour),US-IN-527,0.0,11.44,13.095238095238097,25.0,100.0,1,97.0,IN,Indiana,Midwest,East North Central,83,1,Indianapolis IN,80.0,50.0,50.0
848,852,the book of mormon (tour: jumamosi),US-IN-527,0.0,29.0,19.42222222222221,5.0,85.0,1,5.0,IN,Indiana,Midwest,East North Central,83,0,Indianapolis IN,80.0,50.0,50.0
849,854,the book of mormon (tour: latter day),US-IN-527,59.0,21.653846153846153,14.148387096774194,14.0,52.0,1,45.0,IN,Indiana,Midwest,East North Central,83,0,Indianapolis IN,80.0,50.0,50.0
850,855,the color purple (tour),US-IN-527,0.0,3.32,13.28,31.0,100.0,1,50.0,IN,Indiana,Midwest,East North Central,83,1,Indianapolis IN,80.0,50.0,50.0
851,856,wicked (tour: munchkinland),US-IN-527,27.0,30.66666666666667,31.68639053254438,13.0,100.0,0,37.0,IN,Indiana,Midwest,East North Central,83,1,Indianapolis IN,80.0,50.0,50.0
852,844,jersey boys (tour),US-IN-509,0.0,0.0,11.659574468085106,6.0,100.0,1,6.0,IN,Indiana,Midwest,East North Central,83,1,Ft. Wayne IN,47.0,15.0,100.0
853,846,jersey boys (tour),US-IN-582,0.0,0.0,5.110344827586207,13.0,100.0,1,15.0,IN,Indiana,Midwest,East North Central,83,1,Lafayette IN,163.0,15.0,15.0
854,847,jersey boys (tour),US-IN-588,0.0,17.8,18.063829787234038,10.0,86.0,1,50.0,IN,Indiana,Midwest,East North Central,83,0,South Bend-Elkhart IN,4.0,15.0,100.0
855,853,the book of mormon (tour: jumamosi),US-IN-588,32.0,27.16666666666667,16.93103448275862,16.0,100.0,1,31.0,IN,Indiana,Midwest,East North Central,83,1,South Bend-Elkhart IN,4.0,15.0,100.0
856,857,wicked (tour: munchkinland),US-IN-588,0.0,0.0,21.4496644295302,6.0,67.0,1,45.0,IN,Indiana,Midwest,East North Central,83,0,South Bend-Elkhart IN,4.0,15.0,100.0
857,848,jersey boys (tour),US-IN-649,0.0,0.0,6.01948051948052,5.0,100.0,1,5.0,IN,Indiana,Midwest,East North Central,83,1,Evansville IN,65.0,15.0,100.0
858,858,a chorus line (tour),US-MD-512,0.0,7.038461538461537,5.393939393939394,35.0,71.0,1,50.0,MD,Maryland,South,South Atlantic,61,0,Baltimore MD,75.0,42.0,58.0
859,859,aladdin (tour),US-MD-512,11.0,12.833333333333336,17.171875,7.0,100.0,0,45.0,MD,Maryland,South,South Atlantic,61,1,Baltimore MD,75.0,42.0,58.0
860,860,an american in paris,US-MD-512,0.0,8.04,4.315068493150685,12.0,32.0,1,32.0,MD,Maryland,South,South Atlantic,61,0,Baltimore MD,75.0,42.0,58.0
861,861,anastasia (tour),US-MD-512,57.0,37.48,35.88732394366197,14.0,100.0,0,67.0,MD,Maryland,South,South Atlantic,61,1,Baltimore MD,75.0,42.0,58.0
862,862,avenue q (tour),US-MD-512,0.0,0.0,14.427083333333336,18.0,100.0,1,67.0,MD,Maryland,South,South Atlantic,61,1,Baltimore MD,75.0,42.0,58.0
863,863,chitty chitty bang bang (tour),US-MD-512,0.0,1.9615384615384608,3.3854748603351954,18.0,100.0,1,13.5,MD,Maryland,South,South Atlantic,61,1,Baltimore MD,75.0,42.0,58.0
864,864,come fly away (tour),US-MD-512,0.0,5.5,5.057471264367816,31.0,100.0,1,31.0,MD,Maryland,South,South Atlantic,61,1,Baltimore MD,75.0,42.0,58.0
865,865,dirty rotten scoundrels (tour),US-MD-512,0.0,7.615384615384616,9.454545454545457,57.0,95.0,1,47.0,MD,Maryland,South,South Atlantic,61,0,Baltimore MD,75.0,42.0,58.0
866,866,doubt (tour),US-MD-512,52.0,24.07692307692308,15.91578947368421,15.0,64.0,1,29.0,MD,Maryland,South,South Atlantic,61,0,Baltimore MD,75.0,42.0,58.0
867,867,fiddler on the roof (tour),US-MD-512,0.0,12.6,14.246153846153845,11.0,100.0,1,11.0,MD,Maryland,South,South Atlantic,61,1,Baltimore MD,75.0,42.0,58.0
868,868,grease (tour),US-MD-512,23.0,40.07692307692308,34.04761904761905,19.0,87.0,1,59.0,MD,Maryland,South,South Atlantic,61,0,Baltimore MD,75.0,42.0,58.0
869,869,hamilton (tour: angelica),US-MD-512,31.0,34.653846153846146,41.2010582010582,23.0,100.0,0,70.0,MD,Maryland,South,South Atlantic,61,1,Baltimore MD,75.0,42.0,58.0
870,870,in the heights (tour),US-MD-512,0.0,10.923076923076923,19.1123595505618,33.0,87.0,1,66.5,MD,Maryland,South,South Atlantic,61,0,Baltimore MD,75.0,42.0,58.0
871,871,jersey boys (tour),US-MD-512,44.0,13.0,14.75,3.0,100.0,1,6.0,MD,Maryland,South,South Atlantic,61,1,Baltimore MD,75.0,42.0,58.0
872,872,legally blonde (tour),US-MD-512,20.0,13.72,13.721311475409836,15.0,100.0,1,22.5,MD,Maryland,South,South Atlantic,61,1,Baltimore MD,75.0,42.0,58.0
873,873,little women (tour),US-MD-512,0.0,6.230769230769233,7.62,47.0,69.0,1,50.0,MD,Maryland,South,South Atlantic,61,0,Baltimore MD,75.0,42.0,58.0
874,874,looped (tour),US-MD-512,0.0,3.8,4.528169014084507,38.0,100.0,1,74.5,MD,Maryland,South,South Atlantic,61,1,Baltimore MD,75.0,42.0,58.0
875,875,love letters (tour),US-MD-512,56.0,26.57692307692308,23.578947368421048,20.0,82.0,1,54.0,MD,Maryland,South,South Atlantic,61,0,Baltimore MD,75.0,42.0,58.0
876,876,mary poppins (tour),US-MD-512,63.0,35.833333333333336,28.677419354838708,11.0,100.0,1,34.0,MD,Maryland,South,South Atlantic,61,1,Baltimore MD,75.0,42.0,58.0
877,877,once (tour),US-MD-512,53.0,51.07692307692307,49.83620689655172,28.0,100.0,0,73.0,MD,Maryland,South,South Atlantic,61,1,Baltimore MD,75.0,42.0,58.0
878,878,peter and the starcatcher (tour),US-MD-512,0.0,0.0,9.861702127659576,45.0,76.0,1,84.5,MD,Maryland,South,South Atlantic,61,0,Baltimore MD,75.0,42.0,58.0
879,879,sister act (tour),US-MD-512,26.0,14.68,12.56,16.0,100.0,1,44.0,MD,Maryland,South,South Atlantic,61,1,Baltimore MD,75.0,42.0,58.0
880,880,spring awakening (tour),US-MD-512,0.0,12.769230769230768,14.128205128205128,30.0,96.0,1,99.5,MD,Maryland,South,South Atlantic,61,0,Baltimore MD,75.0,42.0,58.0
881,881,sweet charity (tour),US-MD-512,0.0,0.0,5.264367816091954,49.0,69.0,1,50.0,MD,Maryland,South,South Atlantic,61,0,Baltimore MD,75.0,42.0,58.0
882,882,the 39 steps (tour),US-MD-512,70.0,6.8,4.153153153153153,58.0,76.0,1,33.0,MD,Maryland,South,South Atlantic,61,0,Baltimore MD,75.0,42.0,58.0
883,883,the addams family (tour),US-MD-512,50.0,11.846153846153848,11.72093023255814,21.0,73.0,1,50.5,MD,Maryland,South,South Atlantic,61,0,Baltimore MD,75.0,42.0,58.0
884,884,the book of mormon (tour: jumamosi),US-MD-512,42.0,21.806451612903228,16.323899371069178,6.0,100.0,1,38.0,MD,Maryland,South,South Atlantic,61,1,Baltimore MD,75.0,42.0,58.0
885,885,the book of mormon (tour: latter day),US-MD-512,0.0,14.653846153846152,18.73381294964029,15.0,100.0,1,55.5,MD,Maryland,South,South Atlantic,61,1,Baltimore MD,75.0,42.0,58.0
886,886,the color purple (tour),US-MD-512,27.0,23.12903225806452,22.644444444444453,13.0,100.0,1,51.25,MD,Maryland,South,South Atlantic,61,1,Baltimore MD,75.0,42.0,58.0
887,887,the play that goes wrong (tour),US-MD-512,0.0,1.92,9.92,45.0,100.0,1,47.0,MD,Maryland,South,South Atlantic,61,1,Baltimore MD,75.0,42.0,58.0
888,888,war horse (tour),US-MD-512,17.0,5.538461538461538,8.38345864661654,5.0,100.0,1,38.0,MD,Maryland,South,South Atlantic,61,1,Baltimore MD,75.0,42.0,58.0
889,889,west side story (tour),US-MD-512,0.0,26.69230769230769,16.25531914893617,15.0,77.0,1,39.5,MD,Maryland,South,South Atlantic,61,0,Baltimore MD,75.0,42.0,58.0
890,890,wicked (tour: emerald city),US-MD-512,33.0,27.0,25.301369863013697,10.0,56.0,1,41.75,MD,Maryland,South,South Atlantic,61,0,Baltimore MD,75.0,42.0,58.0
891,891,wicked (tour: munchkinland),US-MD-512,25.0,35.0,39.083333333333336,22.0,100.0,0,61.0,MD,Maryland,South,South Atlantic,61,1,Baltimore MD,75.0,42.0,58.0
892,892,young frankenstein (tour),US-MD-512,33.0,23.69230769230769,10.39,29.0,100.0,1,15.0,MD,Maryland,South,South Atlantic,61,1,Baltimore MD,75.0,42.0,58.0
893,893,a chorus line (tour),US-MI-505,50.0,11.538461538461535,2.6666666666666665,30.0,42.0,1,10.333333333333334,MI,Michigan,Midwest,East North Central,61,0,Detroit MI,29.0,47.0,53.0
894,894,aladdin (tour),US-MI-505,13.0,9.73076923076923,11.815450643776824,4.0,66.0,0,64.2,MI,Michigan,Midwest,East North Central,61,0,Detroit MI,29.0,47.0,53.0
895,897,anastasia (tour),US-MI-505,31.0,33.52,32.83673469387755,14.0,100.0,0,77.5,MI,Michigan,Midwest,East North Central,61,1,Detroit MI,29.0,47.0,53.0
896,900,cats (tour),US-MI-505,72.0,58.5,61.70945945945946,47.0,100.0,0,73.5,MI,Michigan,Midwest,East North Central,61,1,Detroit MI,29.0,47.0,53.0
897,901,come fly away (tour),US-MI-505,0.0,2.1538461538461537,6.507936507936507,19.0,100.0,1,49.5,MI,Michigan,Midwest,East North Central,61,1,Detroit MI,29.0,47.0,53.0
898,904,fiddler on the roof (tour),US-MI-505,91.0,37.2,19.94736842105263,10.0,100.0,1,26.0,MI,Michigan,Midwest,East North Central,61,1,Detroit MI,29.0,47.0,53.0
899,905,frozen (tour),US-MI-505,36.0,21.0,25.53968253968254,15.0,100.0,0,45.0,MI,Michigan,Midwest,East North Central,61,1,Detroit MI,29.0,47.0,53.0
900,907,grease (tour),US-MI-505,19.0,36.192307692307686,36.5925925925926,15.0,100.0,1,68.66666666666667,MI,Michigan,Midwest,East North Central,61,1,Detroit MI,29.0,47.0,53.0
901,908,hamilton (tour: angelica),US-MI-505,70.0,69.92307692307692,49.33333333333334,30.0,100.0,0,74.83333333333333,MI,Michigan,Midwest,East North Central,61,1,Detroit MI,29.0,47.0,53.0
902,910,hamilton (tour: philip),US-MI-505,53.0,50.4,33.1,21.0,100.0,0,23.0,MI,Michigan,Midwest,East North Central,61,1,Detroit MI,29.0,47.0,53.0
903,911,"hello, dolly! (tour)",US-MI-505,27.0,14.115384615384615,10.834710743801653,9.0,36.0,1,80.0,MI,Michigan,Midwest,East North Central,61,0,Detroit MI,29.0,47.0,53.0
904,912,in the heights (tour),US-MI-505,29.0,24.69230769230769,28.47826086956522,18.0,100.0,1,72.0,MI,Michigan,Midwest,East North Central,61,1,Detroit MI,29.0,47.0,53.0
905,914,jersey boys (tour),US-MI-505,0.0,1.032258064516129,12.057692307692307,1.0,100.0,1,4.0,MI,Michigan,Midwest,East North Central,61,1,Detroit MI,29.0,47.0,53.0
906,918,la cage aux folles (tour),US-MI-505,0.0,8.0,6.052631578947367,21.0,100.0,1,32.5,MI,Michigan,Midwest,East North Central,61,1,Detroit MI,29.0,47.0,53.0
907,919,legally blonde (tour),US-MI-505,18.0,9.12,13.765217391304347,13.0,100.0,1,15.0,MI,Michigan,Midwest,East North Central,61,1,Detroit MI,29.0,47.0,53.0
908,921,love never dies (tour),US-MI-505,14.0,3.3846153846153846,4.641350210970463,6.0,29.0,1,94.5,MI,Michigan,Midwest,East North Central,61,0,Detroit MI,29.0,47.0,53.0
909,922,mary poppins (tour),US-MI-505,0.0,12.870967741935484,15.335820895522387,6.0,100.0,1,12.0,MI,Michigan,Midwest,East North Central,61,1,Detroit MI,29.0,47.0,53.0
910,925,mean girls (tour),US-MI-505,26.0,21.68,21.467741935483872,7.0,100.0,0,14.0,MI,Michigan,Midwest,East North Central,61,1,Detroit MI,29.0,47.0,53.0
911,926,million dollar quartet (tour),US-MI-505,0.0,13.258064516129036,10.007194244604317,6.0,100.0,1,15.0,MI,Michigan,Midwest,East North Central,61,1,Detroit MI,29.0,47.0,53.0
912,927,movin' out (tour),US-MI-505,79.0,23.69230769230769,5.0,27.0,100.0,1,26.0,MI,Michigan,Midwest,East North Central,61,1,Detroit MI,29.0,47.0,53.0
913,928,once (tour),US-MI-505,61.0,60.30769230769231,61.42335766423358,38.0,100.0,0,65.5,MI,Michigan,Midwest,East North Central,61,1,Detroit MI,29.0,47.0,53.0
914,932,pippin (tour),US-MI-505,23.0,16.192307692307693,16.979381443298973,10.0,57.0,1,58.5,MI,Michigan,Midwest,East North Central,61,0,Detroit MI,29.0,47.0,53.0
915,933,rock of ages (tour),US-MI-505,25.0,12.92,10.042857142857144,20.0,84.0,1,73.5,MI,Michigan,Midwest,East North Central,61,0,Detroit MI,29.0,47.0,53.0
916,934,rodgers + hammerstein's cinderella (tour),US-MI-505,12.0,11.4,16.24113475177305,7.0,100.0,0,25.5,MI,Michigan,Midwest,East North Central,61,1,Detroit MI,29.0,47.0,53.0
917,937,spring awakening (tour),US-MI-505,0.0,12.730769230769232,13.5,22.0,78.0,1,88.66666666666669,MI,Michigan,Midwest,East North Central,61,0,Detroit MI,29.0,47.0,53.0
918,939,sweet charity (tour),US-MI-505,0.0,8.73076923076923,2.7777777777777777,32.0,46.0,1,65.33333333333333,MI,Michigan,Midwest,East North Central,61,0,Detroit MI,29.0,47.0,53.0
919,940,the book of mormon,US-MI-505,34.0,39.0,22.9438202247191,5.0,100.0,1,39.0,MI,Michigan,Midwest,East North Central,61,1,Detroit MI,29.0,47.0,53.0
920,941,the book of mormon (tour: jumamosi),US-MI-505,30.0,37.0,24.98876404494381,6.0,99.0,0,49.0,MI,Michigan,Midwest,East North Central,61,0,Detroit MI,29.0,47.0,53.0
921,944,the book of mormon (tour: latter day),US-MI-505,29.0,18.384615384615387,13.29299363057325,8.0,41.0,1,61.5,MI,Michigan,Midwest,East North Central,61,0,Detroit MI,29.0,47.0,53.0
922,946,the color purple (tour),US-MI-505,34.0,22.80645161290323,23.69072164948453,15.0,100.0,1,26.0,MI,Michigan,Midwest,East North Central,61,1,Detroit MI,29.0,47.0,53.0
923,947,the play that goes wrong (tour),US-MI-505,0.0,3.12,7.261904761904763,20.0,46.0,1,93.5,MI,Michigan,Midwest,East North Central,61,0,Detroit MI,29.0,47.0,53.0
924,948,waitress (tour),US-MI-505,15.0,24.34615384615385,22.46896551724138,8.0,51.0,0,84.0,MI,Michigan,Midwest,East North Central,61,0,Detroit MI,29.0,47.0,53.0
925,951,west side story (tour),US-MI-505,19.0,22.884615384615394,10.74626865671642,17.0,51.0,1,52.0,MI,Michigan,Midwest,East North Central,61,0,Detroit MI,29.0,47.0,53.0
926,952,wicked (tour: emerald city),US-MI-505,28.0,21.2,33.676300578034684,10.0,100.0,1,55.0,MI,Michigan,Midwest,East North Central,61,1,Detroit MI,29.0,47.0,53.0
927,954,wicked (tour: munchkinland),US-MI-505,40.0,39.333333333333336,33.866279069767444,17.0,100.0,0,59.0,MI,Michigan,Midwest,East North Central,61,1,Detroit MI,29.0,47.0,53.0
928,957,young frankenstein (tour),US-MI-505,46.0,16.53846153846154,13.518867924528301,39.0,97.0,1,28.0,MI,Michigan,Midwest,East North Central,61,0,Detroit MI,29.0,47.0,53.0
929,895,aladdin (tour),US-MI-551,17.0,11.0,15.492307692307696,4.0,100.0,0,39.0,MI,Michigan,Midwest,East North Central,61,1,Lansing MI,38.0,15.0,100.0
930,896,an american in paris,US-MI-551,0.0,7.0,1.2377049180327868,40.0,70.0,1,58.0,MI,Michigan,Midwest,East North Central,61,0,Lansing MI,38.0,15.0,100.0
931,898,avenue q (tour),US-MI-551,0.0,0.0,1.8333333333333333,20.0,100.0,1,39.0,MI,Michigan,Midwest,East North Central,61,1,Lansing MI,38.0,15.0,100.0
932,906,fun home,US-MI-551,37.0,17.2,9.36734693877551,19.0,55.0,1,49.0,MI,Michigan,Midwest,East North Central,61,0,Lansing MI,38.0,15.0,100.0
933,909,hamilton (tour: angelica),US-MI-551,12.0,18.46153846153846,20.78688524590164,6.0,52.0,0,83.0,MI,Michigan,Midwest,East North Central,61,0,Lansing MI,38.0,15.0,100.0
934,916,jersey boys (tour),US-MI-551,0.0,0.0,14.525862068965518,11.0,100.0,1,39.0,MI,Michigan,Midwest,East North Central,61,1,Lansing MI,38.0,15.0,100.0
935,920,legally blonde (tour),US-MI-551,0.0,2.2,9.828947368421053,49.0,100.0,1,74.0,MI,Michigan,Midwest,East North Central,61,1,Lansing MI,38.0,15.0,100.0
936,923,mary poppins (tour),US-MI-551,0.0,3.692307692307693,4.752577319587629,50.0,97.0,1,74.0,MI,Michigan,Midwest,East North Central,61,0,Lansing MI,38.0,15.0,100.0
937,929,once (tour),US-MI-551,23.0,40.615384615384606,42.02479338842975,13.0,100.0,0,68.0,MI,Michigan,Midwest,East North Central,61,1,Lansing MI,38.0,15.0,100.0
938,931,peter and the starcatcher (tour),US-MI-551,0.0,0.0,5.632911392405063,51.0,100.0,1,76.0,MI,Michigan,Midwest,East North Central,61,1,Lansing MI,38.0,15.0,100.0
939,935,rodgers + hammerstein's cinderella (tour),US-MI-551,17.0,22.84,26.11666666666667,14.0,100.0,1,81.0,MI,Michigan,Midwest,East North Central,61,1,Lansing MI,38.0,15.0,100.0
940,938,spring awakening (tour),US-MI-551,46.0,1.7692307692307692,3.42156862745098,27.0,46.0,1,56.0,MI,Michigan,Midwest,East North Central,61,0,Lansing MI,38.0,15.0,100.0
941,942,the book of mormon (tour: jumamosi),US-MI-551,0.0,32.0,27.525423728813557,27.0,79.0,1,32.0,MI,Michigan,Midwest,East North Central,61,0,Lansing MI,38.0,15.0,100.0
942,945,the book of mormon (tour: latter day),US-MI-551,37.0,4.5,8.012987012987013,27.0,100.0,1,38.0,MI,Michigan,Midwest,East North Central,61,1,Lansing MI,38.0,15.0,100.0
943,949,waitress (tour),US-MI-551,31.0,24.0,25.14102564102564,26.0,100.0,1,98.0,MI,Michigan,Midwest,East North Central,61,1,Lansing MI,38.0,15.0,100.0
944,950,war horse (tour),US-MI-551,0.0,2.6923076923076925,7.652777777777778,12.0,100.0,1,38.0,MI,Michigan,Midwest,East North Central,61,1,Lansing MI,38.0,15.0,100.0
945,953,wicked (tour: emerald city),US-MI-551,0.0,14.769230769230768,14.520179372197314,8.0,100.0,1,22.25,MI,Michigan,Midwest,East North Central,61,1,Lansing MI,38.0,15.0,100.0
946,955,wicked (tour: munchkinland),US-MI-551,0.0,35.0,27.549668874172177,10.0,100.0,1,86.0,MI,Michigan,Midwest,East North Central,61,1,Lansing MI,38.0,15.0,100.0
947,958,young frankenstein (tour),US-MI-551,0.0,0.0,2.5533980582524274,51.0,100.0,1,91.0,MI,Michigan,Midwest,East North Central,61,1,Lansing MI,38.0,15.0,100.0
948,899,avenue q (tour),US-MI-563,0.0,0.0,13.851851851851851,22.0,100.0,1,18.0,MI,Michigan,Midwest,East North Central,61,1,Grand Rapids-Kalamazoo-Battle Creek MI,35.0,40.0,60.0
949,902,come fly away (tour),US-MI-563,0.0,0.0,3.803030303030303,35.0,100.0,1,33.0,MI,Michigan,Midwest,East North Central,61,1,Grand Rapids-Kalamazoo-Battle Creek MI,35.0,40.0,60.0
950,903,doubt (tour),US-MI-563,100.0,10.653846153846152,10.205128205128204,29.0,82.0,1,32.0,MI,Michigan,Midwest,East North Central,61,0,Grand Rapids-Kalamazoo-Battle Creek MI,35.0,40.0,60.0
951,913,in the heights (tour),US-MI-563,0.0,5.8461538461538485,9.111940298507463,41.0,59.0,1,61.0,MI,Michigan,Midwest,East North Central,61,0,Grand Rapids-Kalamazoo-Battle Creek MI,35.0,40.0,60.0
952,917,jersey boys (tour),US-MI-563,0.0,0.0,16.5,3.0,100.0,1,14.0,MI,Michigan,Midwest,East North Central,61,1,Grand Rapids-Kalamazoo-Battle Creek MI,35.0,40.0,60.0
953,924,mary poppins (tour),US-MI-563,0.0,0.0,17.15,7.0,100.0,1,15.0,MI,Michigan,Midwest,East North Central,61,1,Grand Rapids-Kalamazoo-Battle Creek MI,35.0,40.0,60.0
954,930,once (tour),US-MI-563,37.0,50.73076923076921,52.185483870967744,21.0,100.0,0,87.0,MI,Michigan,Midwest,East North Central,61,1,Grand Rapids-Kalamazoo-Battle Creek MI,35.0,40.0,60.0
955,936,sister act (tour),US-MI-563,0.0,17.4,11.120300751879695,31.0,100.0,1,66.0,MI,Michigan,Midwest,East North Central,61,1,Grand Rapids-Kalamazoo-Battle Creek MI,35.0,40.0,60.0
956,943,the book of mormon (tour: jumamosi),US-MI-563,0.0,45.5,23.580645161290327,11.0,100.0,1,13.0,MI,Michigan,Midwest,East North Central,61,1,Grand Rapids-Kalamazoo-Battle Creek MI,35.0,40.0,60.0
957,956,wicked (tour: munchkinland),US-MI-563,30.0,48.33333333333334,34.055214723926376,12.0,100.0,1,37.0,MI,Michigan,Midwest,East North Central,61,1,Grand Rapids-Kalamazoo-Battle Creek MI,35.0,40.0,60.0
958,915,jersey boys (tour),US-MI-513,0.0,0.0,14.327044025157235,3.0,100.0,1,15.0,MI,Michigan,Midwest,East North Central,61,1,Flint-Saginaw-Bay City MI,14.0,15.0,100.0
959,959,a chorus line (tour),US-MN-613,0.0,3.7692307692307687,9.653543307086617,46.0,100.0,1,51.0,MN,Minnesota,Midwest,West North Central,63,1,Minneapolis-St. Paul MN,52.0,57.0,43.0
960,960,aladdin (tour),US-MN-613,17.0,17.23076923076923,18.40828402366864,5.0,78.0,0,94.33333333333331,MN,Minnesota,Midwest,West North Central,63,0,Minneapolis-St. Paul MN,52.0,57.0,43.0
961,961,an american in paris,US-MN-613,0.0,8.4,16.48,30.0,100.0,1,49.0,MN,Minnesota,Midwest,West North Central,63,1,Minneapolis-St. Paul MN,52.0,57.0,43.0
962,962,avenue q (tour),US-MN-613,0.0,0.0,9.502564102564104,14.0,100.0,1,78.5,MN,Minnesota,Midwest,West North Central,63,1,Minneapolis-St. Paul MN,52.0,57.0,43.0
963,963,charlie and the chocolate factory (tour),US-MN-613,16.0,21.36,21.678571428571423,10.0,72.0,1,96.0,MN,Minnesota,Midwest,West North Central,63,0,Minneapolis-St. Paul MN,52.0,57.0,43.0
964,964,dear evan hansen (tour),US-MN-613,4.0,3.615384615384616,12.758620689655173,4.0,69.0,1,90.0,MN,Minnesota,Midwest,West North Central,63,0,Minneapolis-St. Paul MN,52.0,57.0,43.0
965,965,fiddler on the roof (tour),US-MN-613,0.0,16.6,24.21052631578948,17.0,100.0,1,15.0,MN,Minnesota,Midwest,West North Central,63,1,Minneapolis-St. Paul MN,52.0,57.0,43.0
966,966,frost/nixon (tour),US-MN-613,0.0,0.0,6.5131578947368425,69.0,100.0,1,68.0,MN,Minnesota,Midwest,West North Central,63,1,Minneapolis-St. Paul MN,52.0,57.0,43.0
967,967,frozen (tour),US-MN-613,35.0,25.26923076923077,26.682539682539684,15.0,100.0,0,42.0,MN,Minnesota,Midwest,West North Central,63,1,Minneapolis-St. Paul MN,52.0,57.0,43.0
968,968,grease (tour),US-MN-613,61.0,49.96153846153846,40.519230769230774,12.0,100.0,1,70.0,MN,Minnesota,Midwest,West North Central,63,1,Minneapolis-St. Paul MN,52.0,57.0,43.0
969,969,hair (tour),US-MN-613,77.0,72.36,79.64367816091955,62.0,100.0,0,96.0,MN,Minnesota,Midwest,West North Central,63,1,Minneapolis-St. Paul MN,52.0,57.0,43.0
970,970,hamilton (tour: angelica),US-MN-613,15.0,16.6,22.66666666666667,14.0,100.0,0,17.0,MN,Minnesota,Midwest,West North Central,63,1,Minneapolis-St. Paul MN,52.0,57.0,43.0
971,971,hamilton (tour: philip),US-MN-613,28.0,24.57692307692308,34.041095890410965,22.0,88.0,0,87.33333333333331,MN,Minnesota,Midwest,West North Central,63,0,Minneapolis-St. Paul MN,52.0,57.0,43.0
972,972,"hello, dolly! (tour)",US-MN-613,8.0,9.461538461538463,7.477777777777778,7.0,24.0,1,75.0,MN,Minnesota,Midwest,West North Central,63,0,Minneapolis-St. Paul MN,52.0,57.0,43.0
973,973,jersey boys (tour),US-MN-613,0.0,2.6129032258064515,14.855513307984793,2.0,100.0,1,3.0,MN,Minnesota,Midwest,West North Central,63,1,Minneapolis-St. Paul MN,52.0,57.0,43.0
974,974,legally blonde (tour),US-MN-613,34.0,12.48,23.43956043956044,23.0,100.0,1,63.5,MN,Minnesota,Midwest,West North Central,63,1,Minneapolis-St. Paul MN,52.0,57.0,43.0
975,975,little women (tour),US-MN-613,54.0,17.192307692307693,11.047619047619047,35.0,60.0,1,51.0,MN,Minnesota,Midwest,West North Central,63,0,Minneapolis-St. Paul MN,52.0,57.0,43.0
976,976,mary poppins (tour),US-MN-613,97.0,28.677419354838708,17.15311004784689,4.0,100.0,1,17.0,MN,Minnesota,Midwest,West North Central,63,1,Minneapolis-St. Paul MN,52.0,57.0,43.0
977,977,mean girls (tour),US-MN-613,12.0,11.64,14.859375,6.0,62.0,0,84.0,MN,Minnesota,Midwest,West North Central,63,0,Minneapolis-St. Paul MN,52.0,57.0,43.0
978,978,on golden pond (tour),US-MN-613,0.0,0.0,3.431034482758621,99.0,100.0,1,96.0,MN,Minnesota,Midwest,West North Central,63,1,Minneapolis-St. Paul MN,52.0,57.0,43.0
979,979,once (tour),US-MN-613,65.0,60.73076923076921,59.872611464968145,39.0,100.0,0,46.0,MN,Minnesota,Midwest,West North Central,63,1,Minneapolis-St. Paul MN,52.0,57.0,43.0
